"IDinegi","IDife","year","d_pri","d_pan","d_prd","d_nulo","d_part","p_pri","p_pan","p_prd","p_nulo","p_part"
"04003","04003",2006,0.361663481219416,0.382429886272756,0.230490829978447,0.0246024968484405,0.580145168012708,0.269563328853959,0.334419242307014,0.372344613212797,0.0228312361716279,0.579343047899153
"04003","04003",2009,0.476165503263474,0.402617484331131,0.0216958541423082,0.0328329689800739,NA,NA,NA,NA,NA,NA
"04003","04003",2012,0.432940188210187,0.313021465950757,0.221027777462454,0.0397761456642412,0.574978297902892,0.338775924713954,0.279862788021033,0.364480603010539,0.0264381304867866,0.578431052600662
"04004","04004",2006,0.381647482477011,0.365442736801492,0.178284354703878,0.0484534756607292,0.614506154545275,0.323619338811389,0.339129880884133,0.296515701637047,0.0453213580482833,0.620354454389189
"04004","04004",2009,0.45835092663765,0.445990920066833,0.0108018172904849,0.0294739063829184,NA,NA,NA,NA,NA,NA
"04004","04004",2012,0.486069687931912,0.355447249096773,0.123178390436701,0.0393782885962998,0.688623954315484,0.431707020318774,0.348022873828933,0.200340674047938,0.0329237133471225,0.686186110971965
"04005","04005",2006,0.396648474133292,0.147590129910062,0.092781920209086,0.0446613882696595,0.759073404131171,0.326824732682473,0.208275220827522,0.226406322640632,0.0414535874786921,0.753063367954254
"04005","04005",2009,0.29654598236084,0.454027384519577,0.00903467927128077,0.051845159381628,NA,NA,NA,NA,NA,NA
"04005","04005",2012,0.388440024860162,0.3455562461156,0.0877701816172916,0.0846626614184103,0.736571719226857,0.407869481765835,0.318234165067178,0.196481126039667,0.0230326295585413,0.79501525940997
"04006","04006",2006,0.416819877081473,0.267794295319641,0.238272837106687,0.0458580658717235,0.643402730836826,0.37746170678337,0.264561842242367,0.309628008752735,0.0402209023653225,0.648708936055157
"04006","04006",2009,0.40389358997345,0.467791467905045,0.0137573005631566,0.039238590747118,NA,NA,NA,NA,NA,NA
"04006","04006",2012,0.452444899177218,0.377712409941595,0.128788847678731,0.112120049452189,0.655095372413215,0.467119736015085,0.332259585166562,0.180193274670019,0.0302875549968573,0.710922445331918
"04007","04007",2006,0.436553524804178,0.128720626631854,0.384334203655352,0.0571801566579634,0.693840579710145,0.386363636363636,0.100313479623824,0.481974921630094,0.0517241379310345,0.693478260869565
"04007","04007",2009,0.450251013040543,0.199680507183075,0.00570515729486942,0.0994979441165924,NA,NA,NA,NA,NA,NA
"04007","04007",2012,0.533697632058288,0.33839303784659,0.100586925723538,0.0380489779396883,0.784908657664813,0.48058740696037,0.283242808288071,0.224099778716556,0.0348018507342587,0.78967434471803
"04008","04008",2006,0.497541350022351,0.358739383102369,0.0748770675011176,0.0558784085829236,0.73009138381201,0.407275161794242,0.362195938406606,0.18968980138362,0.0470877036375809,0.731233681462141
"04008","04008",2009,0.445345610380173,0.439999997615814,0.00405529933050275,0.0352073721587658,NA,NA,NA,NA,NA,NA
"04008","04008",2012,0.512415349887133,0.366064710308503,0.0547404063205418,0.11267870579383,0.75,0.508802209181912,0.358646876078702,0.102519848118744,0.0262340352088367,0.817437923250564
"04009","04009",2006,0.298205897334314,0.216311053257117,0.361027788782614,0.0420510498613391,0.559907469024305,0.270327467141902,0.212797950545779,0.452383604366229,0.0357540654934284,0.569002123142251
"04009","04009",2009,0.434275209903717,0.391766399145126,0.0253265127539635,0.0439489483833313,NA,NA,NA,NA,NA,NA
"04009","04009",2012,0.452906421061778,0.381875054305326,0.144408723607611,0.0431401511860283,0.650391342431692,0.43014464886597,0.324083380675611,0.232530699646025,0.0362714679019359,0.646576813314119
"04011","04010",2006,0.37718837535014,0.426645658263305,0.174544817927171,0.0504201680672269,0.523724384541329,0.342480118849952,0.395962597221008,0.247574936642489,0.0460543563750765,0.524595424746711
"04011","04010",2009,0.44485878944397,0.464815974235535,0.0209930259734392,0.0367377959191799,NA,NA,NA,NA,NA,NA
"04011","04010",2012,0.444793457002311,0.359509275173354,0.176909855982931,0.047116695312037,0.617854919623567,0.446881590840615,0.330943055137089,0.234648990659837,0.0405543838505574,0.607675125416529
"05001","05001",2006,0.437858508604206,0.4282982791587,0.0822179732313576,0.0420650095602294,0.484259259259259,0.414312617702448,0.431261770244821,0.141242937853107,0.0263653483992467,0.491666666666667
"05001","05001",2009,0.690431535243988,0.230769231915474,0.0112570356577635,0.00375234521925449,NA,NA,NA,NA,NA,NA
"05001","05001",2012,0.543065693430657,0.391240875912409,0.0437956204379562,0.0598540145985401,0.641986879100281,0.543661971830986,0.394366197183099,0.0549295774647887,0.0225352112676056,0.665417057169635
"05002","05002",2006,0.338762214983713,0.341812259401836,0.187977494817886,0.0249037607343796,0.402728584546766,0.256411773406301,0.436385150125721,0.259547404230143,0.0202928560863778,0.403145981658378
"05002","05002",2009,0.630172312259674,0.157877564430237,0.0344602540135384,0.0324370190501213,NA,NA,NA,NA,NA,NA
"05002","05002",2012,0.466601554206123,0.308017325576458,0.187630047985052,0.0855238014353051,0.483810658667872,0.463171335088979,0.286130396616391,0.223964567871678,0.0196712153858431,0.514895015819534
"05003","05003",2006,0.335838229266293,0.503620713212187,0.0916791911463315,0.0207678644623582,0.46970863817225,0.267874037032031,0.564670901473172,0.129747263143668,0.0164887146911745,0.474842767295597
"05003","05003",2009,0.651377499103546,0.199150055646896,0.0128956623375416,0.025498241186142,NA,NA,NA,NA,NA,NA
"05003","05003",2012,0.446726158477583,0.447908827007849,0.0779486076765939,0.0670895602623374,0.579826694096378,0.436834094368341,0.443429731100964,0.103196347031963,0.0150177574835109,0.614363194314569
"05004","05004",2006,0.562904174015285,0.257936507936508,0.100088183421517,0.0335097001763668,0.500147015583652,0.535693387946167,0.282475131655939,0.142480983031012,0.0333528379169105,0.502499264922082
"05004","05004",2009,0.81915009021759,0.0954211056232452,0.0124080376699567,0.024157240986824,NA,NA,NA,NA,NA,NA
"05004","05004",2012,0.548468317247167,0.360889634913974,0.0750104909777591,0.108161980696601,0.577661959881219,0.558595573816416,0.351666822299001,0.0789989728265945,0.0252124381361472,0.648990970244228
"05005","05005",2006,0.591916558018253,0.335071707953064,0.0534550195567145,0.0325945241199478,0.506939854593523,0.567948717948718,0.353846153846154,0.0679487179487179,0.0153846153846154,0.515532055518837
"05005","05005",2009,0.78791332244873,0.187001138925552,0.00456100329756737,0.00684150494635105,NA,NA,NA,NA,NA,NA
"05005","05005",2012,0.533399800598205,0.410767696909272,0.0358923230309073,0.0737786640079761,0.634810126582279,0.542723004694836,0.414084507042254,0.0347417840375587,0.0112676056338028,0.674050632911392
"05006","05006",2006,0.403848604562253,0.289792277303428,0.243659997451255,0.0221740792659615,0.455611682053069,0.330429292929293,0.293813131313131,0.333207070707071,0.0152777777777778,0.459850200313534
"05006","05006",2009,0.655859172344208,0.183263853192329,0.0557356812059879,0.0159024242311716,NA,NA,NA,NA,NA,NA
"05006","05006",2012,0.473324597529015,0.3172032946462,0.187476600524148,0.0703856233620367,0.556951467445134,0.46567618365703,0.320057280945136,0.20209433455652,0.0198693278439094,0.582442787885107
"05007","05007",2006,0.524973147153598,0.22422126745435,0.22905477980666,0.0271213748657358,0.48852157943067,0.435643564356436,0.315226117206315,0.219159753813219,0.0256890553920257,0.490226944772399
"05007","05007",2009,0.685302317142487,0.189982295036316,0.0285858847200871,0.0220086015760899,NA,NA,NA,NA,NA,NA
"05007","05007",2012,0.471513523882601,0.42643391521197,0.0730865144830232,0.117782466909649,0.618753709198813,0.489021956087824,0.409907457811649,0.0901832698239884,0.0205044456541463,0.654124629080119
"05008","05008",2006,0.575326215895611,0.291814946619217,0.104389086595492,0.033214709371293,0.386342804766269,0.5481220657277,0.307511737089202,0.123239436619718,0.0176056338028169,0.390467461044913
"05008","05008",2009,0.746336996555328,0.196886450052261,0.0100732604041696,0.0164835173636675,NA,NA,NA,NA,NA,NA
"05008","05008",2012,0.531419705197828,0.407292474786656,0.0543056633048875,0.117145073700543,0.581416328371673,0.540482954545455,0.394886363636364,0.0610795454545455,0.0177556818181818,0.635092467298151
"05009","05009",2006,0.345986150294947,0.150756604257502,0.438727878943319,0.0234932033854835,0.551516351703067,0.301524221540319,0.229689622214397,0.418582423663162,0.0211278233311535,0.562379766889216
"05009","05009",2009,0.563932955265045,0.130511462688446,0.0503196641802788,0.0248015876859426,NA,NA,NA,NA,NA,NA
"05009","05009",2012,0.482594417077176,0.305870279146141,0.170566502463054,0.0908045977011494,0.641440872106801,0.487901672189258,0.288857208908068,0.194536487631964,0.0188410264313786,0.683413645100982
"05010","05010",2006,0.325238241623117,0.430152386807782,0.203328795397655,0.0122524263317377,0.481864736753005,0.278320570372326,0.378487809171728,0.302526186075169,0.0136871754246985,0.480827831386491
"05010","05010",2009,0.5738765001297,0.208988174796104,0.0244415234774351,0.0194480940699577,NA,NA,NA,NA,NA,NA
"05010","05010",2012,0.37694209039548,0.405261299435028,0.190218926553672,0.0659604519774011,0.538679550339528,0.370430599315649,0.390588474438459,0.220788020462784,0.0153470881187113,0.561447891503243
"05011","05011",2006,0.528658536585366,0.282012195121951,0.117682926829268,0.0384146341463415,0.42040502435273,0.521263669501823,0.294653705953827,0.149149453219927,0.0337181044957473,0.421943091514996
"05011","05011",2009,0.64547473192215,0.223486945033073,0.0219322592020035,0.0188784003257751,NA,NA,NA,NA,NA,NA
"05011","05011",2012,0.434516069106446,0.510867545978079,0.0451421140627903,0.075794166821475,0.634189443920829,0.444405224144017,0.498411577832686,0.0490645958348041,0.0208259795270032,0.667530631479736
"05012","05012",2006,0.510869565217391,0.419836956521739,0.0489130434782609,0.0244565217391304,0.435245416913069,0.481781376518219,0.446693657219973,0.0593792172739541,0.0175438596491228,0.438202247191011
"05012","05012",2009,0.692307710647583,0.239454090595245,0.00372208445332944,0.019851116463542,NA,NA,NA,NA,NA,NA
"05012","05012",2012,0.618257261410788,0.319502074688797,0.0477178423236514,0.0871369294605809,0.574493444576877,0.606299212598425,0.335629921259843,0.0551181102362205,0.030511811023622,0.605482717520858
"05013","05013",2006,0.65924276169265,0.195991091314031,0.11804008908686,0.0133630289532294,0.477659574468085,0.586129753914989,0.23489932885906,0.16331096196868,0.0201342281879195,0.475531914893617
"05013","05013",2009,0.863175690174103,0.0827702730894089,0.0101351346820593,0.0118243247270584,NA,NA,NA,NA,NA,NA
"05013","05013",2012,0.763888888888889,0.162037037037037,0.0416666666666667,0.143518518518519,0.610744580584354,0.761316872427984,0.174211248285322,0.0507544581618656,0.0178326474622771,0.687087653157399
"05014","05014",2006,0.513059701492537,0.219402985074627,0.204477611940299,0.0421641791044776,0.372947397717785,0.479762346825102,0.248050501299666,0.239881173412551,0.0341626438915707,0.374756470915669
"05014","05014",2009,0.69675087928772,0.160950660705566,0.0616726838052273,0.0207581222057343,NA,NA,NA,NA,NA,NA
"05014","05014",2012,0.601424305076958,0.320238915690329,0.0661612680909717,0.085688031242821,0.57670906200318,0.607228391029828,0.317004136729806,0.0670585673851513,0.0224254300021772,0.608505564387917
"05015","05015",2006,0.456813819577735,0.309021113243762,0.0518234165067179,0.0345489443378119,0.441151566469094,0.44294003868472,0.408123791102515,0.106382978723404,0.123791102514507,0.437764606265876
"05015","05015",2009,0.762121200561523,0.186363637447357,0.00151515146717429,0.0121212117373943,NA,NA,NA,NA,NA,NA
"05015","05015",2012,0.504555808656036,0.265375854214123,0.199316628701595,0.0637813211845103,0.664145234493192,0.526543878656555,0.315276273022752,0.148429035752979,0.0119176598049837,0.698184568835098
"05016","05016",2006,0.381648936170213,0.402925531914894,0.200797872340426,0.023936170212766,0.515775034293553,0.310846560846561,0.432539682539683,0.239417989417989,0.0211640211640212,0.518518518518518
"05016","05016",2009,0.505535066127777,0.404674053192139,0.0258302576839924,0.0123001234605908,NA,NA,NA,NA,NA,NA
"05016","05016",2012,0.430426716141002,0.474953617810761,0.0760667903525046,0.0482374768089054,0.716279069767442,0.438282647584973,0.468694096601073,0.0867620751341682,0.0143112701252236,0.742857142857143
"05017","05017",2006,0.420050265289025,0.270148003351019,0.274727729684446,0.0259145490086568,0.536366904319693,0.283254736724614,0.282891983145911,0.39289002985741,0.0227976672154477,0.536771313881733
"05017","05017",2009,0.622727155685425,0.193519666790962,0.0421394295990467,0.0284663774073124,NA,NA,NA,NA,NA,NA
"05017","05017",2012,0.412764891994628,0.356497393758678,0.185100038695286,0.0797122891675961,0.61424996155083,0.424879639025022,0.339083313543039,0.213584058377772,0.0236404067445325,0.64760985976539
"05018","05018",2006,0.33394197065213,0.412109661339979,0.177753195345924,0.0135543975156935,0.528353836728658,0.228379757911623,0.478210720299097,0.253251488193883,0.0112028849085871,0.531142392383581
"05018","05018",2009,0.558025538921356,0.257472395896912,0.0296627171337605,0.0289996676146984,NA,NA,NA,NA,NA,NA
"05018","05018",2012,0.368775595681311,0.431159251675354,0.174702159344751,0.0620811615785555,0.558772095200328,0.330497317032693,0.422603308071029,0.22819051833822,0.0154561044421088,0.587590932435332
"05019","05019",2006,0.382884418683941,0.432662802591204,0.14490282986703,0.0177292874190249,0.513840224246671,0.32788002726653,0.512610770279482,0.129516019086571,0.0149965916837082,0.514015416958654
"05019","05019",2009,0.651942133903503,0.197638988494873,0.00571210961788893,0.0163747146725655,NA,NA,NA,NA,NA,NA
"05019","05019",2012,0.440157702055759,0.477611940298507,0.065896930442129,0.0684314277668262,0.59262349799733,0.437701396348013,0.464554242749731,0.0872717508055854,0.0185284640171858,0.621495327102804
"05020","05020",2006,0.47664903476649,0.279804692798047,0.193137121931371,0.0280754102807541,0.470997828031174,0.378596087456847,0.341818181818182,0.237192174913694,0.0270195627157652,0.462608066095993
"05020","05020",2009,0.619707524776459,0.243612885475159,0.019680418074131,0.0344407334923744,NA,NA,NA,NA,NA,NA
"05020","05020",2012,0.444789060021852,0.407253374687203,0.120642864695309,0.0631586367321045,0.583494426849833,0.446806350066005,0.409064753071794,0.127678299427952,0.0210202078326507,0.607555628676017
"05021","05021",2006,0.441662226957912,0.324986680873735,0.208311134789558,0.0452850293020778,0.43803967327888,0.382722513089005,0.326178010471204,0.263350785340314,0.0225130890052356,0.445740956826138
"05021","05021",2009,0.797517120838165,0.112585619091988,0.014982876367867,0.0111301373690367,NA,NA,NA,NA,NA,NA
"05021","05021",2012,0.478848204763598,0.350515463917526,0.134020618556701,0.0746533949520085,0.606380685492563,0.495434562056138,0.346635103145079,0.142374027730808,0.0189381129523165,0.637421858159086
"05022","05022",2006,0.376756261453879,0.434331093463653,0.141111789859499,0.016188149053146,0.456052374982588,0.30391708581009,0.466087486663618,0.187776253619875,0.0149367474470355,0.456957793564563
"05022","05022",2009,0.549537837505341,0.274363547563553,0.0217285547405481,0.0204313285648823,NA,NA,NA,NA,NA,NA
"05022","05022",2012,0.437610706553828,0.414485337531982,0.123302499507971,0.0774453847667782,0.597835039416402,0.435384901450353,0.404425436965415,0.144756415024173,0.0173856452212718,0.632780327097306
"05023","05023",2006,0.437572032270457,0.154821359969266,0.38186707645025,0.022281982328083,0.420720866332633,0.381924198250729,0.205539358600583,0.389212827988338,0.0178571428571429,0.443510586714078
"05023","05023",2009,0.743644058704376,0.116172313690186,0.0462570637464523,0.0123587567359209,NA,NA,NA,NA,NA,NA
"05023","05023",2012,0.4798459563543,0.398716302952503,0.103465982028241,0.0600770218228498,0.579009959863238,0.500751503006012,0.389278557114228,0.102705410821643,0.0140280561122244,0.593429463356623
"05024","05024",2006,0.426429889298893,0.312884378843788,0.194726322263223,0.0252921279212792,0.450712033540071,0.355706750248452,0.350661264429325,0.236526259460286,0.0193410289733201,0.453241398426943
"05024","05024",2009,0.46719416975975,0.290525883436203,0.0490861982107162,0.0272389892488718,NA,NA,NA,NA,NA,NA
"05024","05024",2012,0.471086036671368,0.379146424280416,0.107715614062582,0.082954604816382,0.618753636304868,0.443888130278663,0.389723360137561,0.138572801294695,0.0252870075355282,0.639116943564548
"05025","05025",2006,0.381919315150638,0.402865945700048,0.165484584686007,0.0168110667686772,0.466004355451059,0.252934284363502,0.491664782421016,0.210734033587535,0.0159098850952743,0.468779510108115
"05025","05025",2009,0.508527636528015,0.232699409127235,0.0363768041133881,0.0306995008140802,NA,NA,NA,NA,NA,NA
"05025","05025",2012,0.418048922439617,0.422020233143327,0.12485663910714,0.0762765538609014,0.512442873308129,0.391934672143124,0.423965452862964,0.160657174862412,0.0193353572414241,0.54031982175595
